cod_eve,fec_not,semana,año,cod_pre,cod_sub,cod_mun_,num_con,gru_1,gru_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,grupo_10,grupo_11,grupo_12,grupo_13,grupo_14,grupo_15,grupo_16,grupo_17,grupo_18,cas_sos,cas_pro,cas_conl,cas_conc,cas_conn,hombres,mujeres,vivos,muertos,pte_hos,pte_amb,cod_dpto_p,cod_mun_pr,bar_sector,sospe_even,cual_ot_ev,ajuste,fec_aju,version_a,nit_upgd,nom_upgd,ndep_notif,nmun_notif,ndep_proce,nmun_proce,version_b,unnamed:_52,unnamed:_53,suma_fed,suma_fed_<5,archivo_origen,carpeta_evento
998,2025-01-25,4,2025,7300100771,03,73001,1100210262,0,5,3,0,0,6,4,9,1,1,0,0,0,1,1,0,0,1,,,,32,,10,22,32,0,0,32,73,001,USIESE,,,0,27/01/2025,,8090035902,UNIDAD INTERMEDIA DEL SALADO  ,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,32,5,3,5,BD-998.xlsx,raw
998,2025-01-31,5,2025,7300102875,02,73001,1100210714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,2,,1,1,2,0,0,2,73,001,999999,,,0,31/01/2025,,900219120,VIVA 1A IPS SEDE ESPECIALISTAS SA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,2,0,1,0,BD-998.xlsx,raw
998,2025-02-01,5,2025,7322601043,01,73226,1100211119,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,,,4,,1,3,4,0,0,4,73,226,99999999,,,0,01/02/2025,,890702080,HOSPITAL FEDERICO ARBELAEZ EMPRESA SOCIAL DEL ESTA,TOLIMA,CUNDAY,TOLIMA,CUNDAY,,4,0,1,0,BD-998.xlsx,raw
998,2025-02-01,5,2025,7362201039,01,73622,1100211190,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,2,,1,1,2,0,0,2,73,622,HOSPITAL SANTA LUCIA,,,0,01/02/2025,,8907014358,HOSPITAL SANTA LUCIA EMPRESA SOCIAL DEL ESTADO,TOLIMA,RONCESVALLES,TOLIMA,RONCESVALLES,,2,0,0,0,BD-998.xlsx,raw
998,2025-02-01,5,2025,7302401044,01,73024,1100211556,0,1,0,0,0,1,2,0,0,1,1,0,0,1,0,0,1,0,,,,8,,3,5,8,0,0,8,73,024,HOSPITAL SAN ISIDRO ESE ,,,0,02/02/2025,,8000252211,ESE HOSPITAL SAN ISIDRO,TOLIMA,ALPUJARRA,TOLIMA,ALPUJARRA,,8,1,2,1,BD-998.xlsx,raw
998,2025-03-21,12,2025,7305500802,01,73055,1100239103,1,0,0,4,3,0,2,2,1,0,0,1,0,0,0,1,1,0,,,,16,,8,8,16,0,0,16,73,055,BAVARO,,,0,21/03/2025,,8001256972,ESE HOSPITAL NELSON RESTREPO MARTINEZ,TOLIMA,ARMERO (GUAYABAL),TOLIMA,ARMERO (GUAYABAL),,16,1,2,1,BD-998.xlsx,raw
998,2025-03-22,12,2025,7300102822,03,73001,1100239563,0,0,0,0,0,1,1,4,1,0,0,1,2,0,0,0,0,0,,,,10,,4,6,10,0,0,10,73,001,VARSOVIA,,,0,22/03/2025,,8000037651,VIRREY SOLIS IPS SA VARSOVIA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,10,0,0,0,BD-998.xlsx,raw
998,2025-03-22,12,2025,7344901827,01,73449,1100240110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,449,SIN INFORMACION,,,0,22/03/2025,,86001357303,CAFAM CENTRO DE ATENCION EN SALUD  MELGAR,TOLIMA,MELGAR,TOLIMA,MELGAR,,1,0,0,0,BD-998.xlsx,raw
998,2025-03-22,12,2025,7300103332,02,73001,1100240416,1,18,7,4,3,6,18,13,12,4,7,2,2,2,1,1,1,2,,,,104,,36,68,104,0,0,104,73,001,CENTRO MEDICO IBAGUE,,,0,22/03/2025,,9010416913,CENTRO MEDICO IBAGUE EPS SANITAS,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,104,19,7,19,BD-998.xlsx,raw
998,2025-03-22,12,2025,7346100891,01,73461,1100240924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,461,HOSPITAL,,,0,23/03/2025,,8090011591,HOSPITAL RAMON MARIA ARANA ESE,TOLIMA,MURILLO,TOLIMA,MURILLO,,1,0,0,0,BD-998.xlsx,raw
998,2025-03-22,12,2025,7344901045,01,73449,1100241410,0,10,2,3,0,1,4,0,2,0,1,2,2,2,0,0,2,1,,,,32,,17,15,32,0,0,32,73,449,SIN INFORMACION,,,0,24/03/2025,,890702369,ESE HOSPITAL PASTEUR MELGAR TOLIMA,TOLIMA,MELGAR,TOLIMA,MELGAR,,32,10,5,10,BD-998.xlsx,raw
998,2025-05-03,18,2025,7300100944,01,73001,1100264936,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,2,,1,1,2,0,0,2,73,001,CENTRO,,,0,04/05/2025,,8000364000,CLINICA IBAGUE SA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,2,0,1,0,BD-998.xlsx,raw
998,2025-05-03,18,2025,7300102822,01,73001,1100265251,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,10,,4,6,10,0,0,10,73,001,MACARENA,,,0,05/05/2025,,8000037651,VIRREY SOLIS IPS SA MACARENA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,10,8,0,8,BD-998.xlsx,raw
998,2025-05-03,18,2025,7367500855,05,73675,1100265631,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,3,,0,3,3,0,0,3,73,675,99999999999999,,,0,05/05/2025,,8090095505,IPS THE WALA INDIGENA SAN ANTONIO,TOLIMA,SAN ANTONIO,TOLIMA,SAN ANTONIO,,3,2,0,2,BD-998.xlsx,raw
998,2025-05-03,18,2025,7367800911,02,73678,1100266258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,0,1,1,0,0,1,73,678,CENTRO,,,0,05/05/2025,,8090010862,CENTRO DE SALUD PAYANDE,TOLIMA,SAN LUIS,TOLIMA,SAN LUIS,,1,0,0,0,BD-998.xlsx,raw
998,2025-05-03,18,2025,7316885213,80,73168,1100267015,3,3,4,7,8,7,5,17,10,10,6,3,6,5,5,5,2,6,,,,112,,47,65,112,0,0,112,73,168,EJERCITO BICAI 17,,,0,05/05/2025,,7316885,BATALLÓN DE INFANTERÍA No. 17  JOSÉ DOMINGO CAICED,TOLIMA,CHAPARRAL,TOLIMA,CHAPARRAL,,112,6,23,6,BD-998.xlsx,raw
998,2025-06-21,25,2025,7316800855,07,73168,1100295382,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,4,,4,0,4,0,0,4,73,168,CHAPARRAL,,,0,23/06/2025,,8090083622,IPS THE WALA CHAPARRAL,TOLIMA,CHAPARRAL,TOLIMA,CHAPARRAL,,4,3,1,3,BD-998.xlsx,raw
998,2025-01-25,4,2025,7368600301,01,73686,1100207424,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,3,,2,1,3,0,0,3,73,686,SIN INFORMACION,,,0,25/01/2025,,8907015435,HOSPITAL CARLOS TORRENTE LLANO EMPRESA SOCIAL DEL,TOLIMA,SANTA ISABEL,TOLIMA,SANTA ISABEL,,3,2,0,2,BD-998.xlsx,raw
998,2025-01-25,4,2025,7335200795,01,73352,1100207585,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,3,,0,3,3,0,0,3,73,352,99999999,,,0,25/01/2025,,8907021903,HOSPITAL SUMAPAZ ESE,TOLIMA,ICONONZO,TOLIMA,ICONONZO,,3,0,1,0,BD-998.xlsx,raw
998,2025-01-25,4,2025,7300102822,07,73001,1100207952,5,22,12,8,7,22,25,21,15,17,4,4,5,0,0,0,0,0,,,,167,,85,82,167,0,0,167,73,001,NO APLICA,,,0,27/01/2025,,8000037651,VIRREY SOLIS IPS SA COMPLEJO MEDICO LA FLORIDA ,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,167,27,0,27,BD-998.xlsx,raw
998,2025-01-25,4,2025,7328301040,01,73283,1100208480,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,,,3,,1,2,3,0,0,3,73,283,HSVP,,,0,27/01/2025,,8907009014,HOSPITAL SAN VICENTE DE PAUL,TOLIMA,FRESNO,TOLIMA,FRESNO,,3,0,1,0,BD-998.xlsx,raw
998,2025-01-25,4,2025,7385400464,01,73854,1100208938,0,2,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,,,,7,,2,5,7,0,0,7,73,854,VALLE DE SAN JUAN TOLIMA,,,0,27/01/2025,,8090003830,HOSPITAL LOCAL VITO FASAEL GUTIERREZ PEDRAZA ESE,TOLIMA,VALLE DE SAN JUAN,TOLIMA,VALLE DE SAN JUAN,,7,2,2,2,BD-998.xlsx,raw
998,2025-01-25,4,2025,7300103332,01,73001,1100209422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,001,BELALCAZAR,,,0,27/01/2025,,901041691,CENTRO MEDICO COLSANITAS PREMIUM IBAGUE,TOLIMA,IBAGUE,TOLIMA,IBAGUE,SIVIGILA - 2018 -18.7.0,1,0,0,0,BD-998.xlsx,raw
998,2025-03-08,10,2025,7316885213,80,73168,1100231541,10,5,15,20,25,15,5,8,12,5,10,15,5,5,5,0,0,0,,,,160,,100,60,160,0,0,160,73,168,VILLA CAFE,,,0,10/03/2025,,7316885,BATALLÓN DE INFANTERÍA No. 17  JOSÉ DOMINGO CAICED,TOLIMA,CHAPARRAL,TOLIMA,CHAPARRAL,SIVIGILA - 2018 -18.7.0,160,15,10,15,BD-998.xlsx,raw
998,2025-03-08,10,2025,7344301951,01,73443,1100231844,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,2,,1,1,2,0,0,2,73,443,999999,,,0,10/03/2025,,79645615,JHON JAIRO DIAZ PINEDA,TOLIMA,MARIQUITA,TOLIMA,MARIQUITA,SIVIGILA - 2018 -18.7.0,2,0,0,0,BD-998.xlsx,raw
998,2025-03-08,10,2025,7300171330,01,73001,1100232368,0,3,0,1,1,0,2,0,1,1,1,0,0,0,1,1,0,0,,,,12,,8,4,12,0,0,12,73,001,ESPRI IBAGUE ,,,0,10/03/2025,,80014012,UNIDAD PRESTADORA DE SALUD TOLIMA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,SIVIGILA - 2018 -18.6.5$0$0.0,12,3,2,3,BD-998.xlsx,raw
998,2025-03-08,10,2025,7300101381,01,73001,1100233046,1,3,2,0,2,3,1,0,0,0,1,0,1,0,2,1,2,2,,,,21,,6,15,21,0,0,21,73,001,9999999,,,0,10/03/2025,,8090127161,SERVICIO ASISTENCIAL MEDICO INTEGRAL DOMICILIARIO,TOLIMA,IBAGUE,TOLIMA,IBAGUE,SIVIGILA - 2018 -18.8.0,21,4,7,4,BD-998.xlsx,raw
998,2025-03-08,10,2025,7331900990,01,73319,1100233410,1,2,6,0,4,1,4,2,1,1,0,0,0,0,0,0,2,0,,,,24,,10,14,24,0,0,24,73,319,NO APLICA,,,0,10/03/2025,,8907017155,HOSPITAL SAN ANTONIO ESE,TOLIMA,GUAMO,TOLIMA,GUAMO,,24,3,2,3,BD-998.xlsx,raw
998,2025-04-26,17,2025,7300101202,01,73001,1100259819,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,2,,1,1,2,0,0,2,73,001,,,,0,26/04/2025,,8090115415,UNIDAD MEDICA SANTA LUCIA LTDA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,2,0,0,0,BD-998.xlsx,raw
998,2025-04-26,17,2025,7304301056,01,73043,1100260046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,043,,,,0,26/04/2025,,8001635101,HOSPITAL SAN JUAN DE DIOS EMPRESA SOCIAL DEL ESTAD,TOLIMA,ANZOATEGUI,TOLIMA,ANZOATEGUI,,1,0,0,0,BD-998.xlsx,raw
998,2025-04-26,17,2025,7312400743,01,73124,1100260221,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,,,,6,,6,0,6,0,0,6,73,124,99999999999,,,0,27/04/2025,,8907010781,HOSPITAL SANTA LUCIA,TOLIMA,CAJAMARCA,TOLIMA,CAJAMARCA,,6,1,1,1,BD-998.xlsx,raw
998,2025-04-26,17,2025,7300103255,01,73001,1100260549,3,5,3,3,0,2,4,1,1,2,0,0,0,1,0,0,1,0,,,,26,,12,14,26,0,0,26,73,001,COLSUBSIDIO IBAGUE,,,0,28/04/2025,,860007336,CENTRO MEDICO COLSUBSIDIO IBAGUE,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,26,8,2,8,BD-998.xlsx,raw
998,2025-04-26,17,2025,7326802822,08,73268,1100261105,0,0,1,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,,,,7,,3,4,7,0,0,7,73,268,SAN RAFAEL  ,,,0,28/04/2025,,800003765,VIRREY SOLIS IPS SA SAN RAFAEL,TOLIMA,ESPINAL,TOLIMA,ESPINAL,,7,0,0,0,BD-998.xlsx,raw
998,2025-06-14,24,2025,7321700924,01,73217,1100290211,2,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,,,,8,,3,5,8,0,2,6,73,217,HOSPITAL SAN ROQUE,,,0,16/06/2025,,890704495,HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ESTADO NIVEL,TOLIMA,COYAIMA,TOLIMA,COYAIMA,,8,3,3,3,BD-998.xlsx,raw
998,2025-06-14,24,2025,7354700941,01,73547,1100290530,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,2,,0,2,2,0,0,2,73,547,CENTRO,,,0,16/06/2025,,809005249,HOSPITAL SAN SEBASTIAN DE PIEDRAS,TOLIMA,PIEDRAS,TOLIMA,PIEDRAS,,2,0,0,0,BD-998.xlsx,raw
998,2025-01-19,4,2025,7348300855,04,73483,1100209725,0,3,5,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,,,,14,,7,7,14,,0,14,73,483,0000000,,,0,27/01/2025,,8090095505,THE WALA IPS INDIGENA PUBLICA NATAGAIMA,TOLIMA,NATAGAIMA,TOLIMA,NATAGAIMA,,14,3,3,3,BD-998.xlsx,raw
998,2025-01-25,4,2025,7300100771,01,73001,1100210250,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,,,,6,,3,3,6,0,0,6,73,001,USIESE,,,0,27/01/2025,,8090035902,UNIDAD DE SALUD DE IBAGUE ESE JORDAN 8 ETAPA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,6,1,1,1,BD-998.xlsx,raw
998,2025-01-25,4,2025,7300102426,01,73001,1100210313,0,0,0,0,0,0,2,2,0,0,1,1,2,1,0,0,2,1,,,,12,,1,11,12,0,0,12,73,001,SIN INFORMACION,,,0,27/01/2025,,900703272,IPS SALVAR 24H SAS,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,12,0,4,0,BD-998.xlsx,raw
998,2025-02-01,5,2025,7300100532,01,73001,1100210991,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,1,0,0,,,,7,,1,6,7,0,0,7,73,001,MACARENA,,,0,01/02/2025,,809007943,CLINICA INTEGRAL PROVIDA SAS,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,7,0,1,0,BD-998.xlsx,raw
998,2025-02-01,5,2025,7315201042,01,73152,1100211144,0,1,0,2,1,0,0,1,4,0,1,1,1,2,1,1,0,0,,,,16,,5,11,16,0,0,16,73,152,BARRIO DIVINO NIÑO,,,0,01/02/2025,,8000317249,HOSPITAL SANTO DOMINGO EMPRESA SOCIAL DEL ESTAQDO,TOLIMA,CASABIANCA,TOLIMA,CASABIANCA,,16,1,4,1,BD-998.xlsx,raw
998,2025-02-01,5,2025,7377000423,01,73770,1100211267,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,,,,6,,3,3,6,0,0,6,73,770,BARRIO CENTRO,,,0,02/02/2025,,8090054523,HOSPITAL SANTA ROSA DE LIMA E S E,TOLIMA,SUAREZ,TOLIMA,SUAREZ,,6,1,0,1,BD-998.xlsx,raw
998,2025-02-01,5,2025,7326802822,08,73268,1100211741,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,,5,,1,4,5,0,0,5,73,268,SAN RFAEL ,,,0,03/02/2025,,800003765,VIRREY SOLIS IPS SA SAN RAFAEL,TOLIMA,ESPINAL,TOLIMA,ESPINAL,,5,0,0,0,BD-998.xlsx,raw
998,2025-03-21,12,2025,7367800911,01,73678,1100239417,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,4,,1,3,4,0,0,4,73,678,CENTRO,,,0,21/03/2025,,8090010862,HOSPITAL SERAFIN MONTAÑA CUELLAR ESE,TOLIMA,SAN LUIS,TOLIMA,SAN LUIS,,4,1,2,1,BD-998.xlsx,raw
998,2025-03-22,12,2025,7344913600,99,73449,1100239826,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,,,,8,,8,0,8,0,0,8,73,449,CENTRO MELGAR INPEC,,,0,22/03/2025,,8090033051,CPMSMELGAR,TOLIMA,MELGAR,TOLIMA,MELGAR,,8,0,0,0,BD-998.xlsx,raw
998,2025-03-22,12,2025,7350400703,01,73504,1100240228,3,0,0,0,1,1,0,1,2,2,2,0,0,0,0,0,0,0,,,,12,,6,6,12,0,0,12,73,504,999999,,,0,22/03/2025,,8907009671,HOSPITAL SAN JOSE ESE,TOLIMA,ORTEGA,TOLIMA,ORTEGA,,12,3,0,3,BD-998.xlsx,raw
998,2025-03-22,12,2025,7387300686,01,73873,1100240453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,1,,1,0,1,0,0,1,73,873,BERLYN,,,0,22/03/2025,,890702476,HOSPITAL LA MILAGROSA EMPRESA SOCIAL DEL ESTADO,TOLIMA,VILLARICA,TOLIMA,VILLARICA,,1,0,1,0,BD-998.xlsx,raw
998,2025-03-22,12,2025,7335200795,01,73352,1100241145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,,0,1,1,0,0,1,73,352,99999999,,,0,23/03/2025,,8907021903,HOSPITAL SUMAPAZ ESE,TOLIMA,ICONONZO,TOLIMA,ICONONZO,,1,0,0,0,BD-998.xlsx,raw
998,2025-05-03,18,2025,7348300855,04,73483,1100265019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,0,1,1,0,0,1,73,483,IPSTHEWALANATAGAIMA,,,0,04/05/2025,,8090095505,THE WALA IPS INDIGENA PUBLICA NATAGAIMA,TOLIMA,NATAGAIMA,TOLIMA,NATAGAIMA,,1,0,0,0,BD-998.xlsx,raw
998,2025-05-03,18,2025,7300101090,03,73001,1100265401,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,2,,0,2,2,0,0,2,73,001,0,,,0,05/05/2025,,8000061506,EMPRESA COOPERATIVA DE SERVICIOS DE SALUD PYP,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,2,0,0,0,BD-998.xlsx,raw
998,2025-05-03,18,2025,7344901045,01,73449,1100266022,0,4,0,3,0,4,2,0,3,2,1,1,0,0,0,1,0,1,,,,22,,11,11,22,0,0,22,73,449,SIN INFORMACION,,,0,05/05/2025,,890702369,ESE HOSPITAL PASTEUR MELGAR TOLIMA,TOLIMA,MELGAR,TOLIMA,MELGAR,,22,4,2,4,BD-998.xlsx,raw
998,2025-05-03,18,2025,7350401090,12,73504,1100266476,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,2,,0,2,2,0,0,2,73,504,SIN INFORMACION,,,0,05/05/2025,,8000061506,EMCOSALUD ORTEGA,TOLIMA,ORTEGA,TOLIMA,ORTEGA,,2,0,0,0,BD-998.xlsx,raw
998,2025-06-21,25,2025,7300100771,03,73001,1100295525,0,2,0,1,2,4,2,2,0,0,3,0,0,2,0,1,0,0,,,,19,,6,13,19,0,0,19,73,001,SALADO,,,0,23/06/2025,,8090035902,UNIDAD INTERMEDIA DEL SALADO  ,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,19,2,3,2,BD-998.xlsx,raw
998,2025-01-11,2,2025,7320001030,01,73200,1100203492,0,0,0,0,2,2,0,0,0,2,0,1,0,1,0,1,0,0,,,,9,,3,6,9,0,0,9,73,200,LA VIRGEN CALLE 4 1 37,,,0,13/01/2025,,8090020978,HOSPITAL NUESTRA SEÑORA DEL ROSARIO DE CHIQUINQUIRA,TOLIMA,COELLO,TOLIMA,COELLO,,9,0,2,0,BD-998.xlsx,raw
998,2025-01-11,2,2025,7344301021,01,73443,1100203869,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,,,,4,,1,3,4,0,0,4,73,443,MARIQUITA,,,0,14/01/2025,,8907060673,HOSPITAL SAN JOSE ESE,TOLIMA,MARIQUITA,TOLIMA,MARIQUITA,,4,0,1,0,BD-998.xlsx,raw
998,2025-01-11,2,2025,7344371133,00,73443,1100204505,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,2,,2,0,2,0,0,2,73,443,ESCUELA DE AVIACIÓN POLICIAL ,,,0,14/01/2025,,9004864391,ESPRI-BAAVA,TOLIMA,MARIQUITA,TOLIMA,MARIQUITA,,2,0,0,0,BD-998.xlsx,raw
998,2025-01-11,2,2025,7334903361,02,73349,1100204963,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,,,,5,,4,1,5,0,0,5,73,349,9999999,,,0,14/01/2025,,9012051932,VIDA INTEGRA IPS SEDE 4,TOLIMA,HONDA,TOLIMA,HONDA,,5,0,1,0,BD-998.xlsx,raw
998,2025-01-11,2,2025,7300100771,01,73001,1100205602,0,4,1,2,0,3,0,2,2,0,0,0,1,0,1,0,0,0,,,,16,,6,10,16,0,0,16,73,001,USIESE,,,0,14/01/2025,,8090035902,UNIDAD DE SALUD DE IBAGUE ESE JORDAN 8 ETAPA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,16,4,1,4,BD-998.xlsx,raw
998,2025-01-11,2,2025,7300101047,01,73001,1100205887,1,10,2,1,2,2,3,2,0,2,3,0,2,2,2,1,1,2,,,,38,,16,22,38,0,17,21,73,001,LA FRANCIA,,,0,14/01/2025,,8907068339,HOSPITAL FEDERICO LLERAS ACOSTA ESE SEDE FRANCIA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,38,11,8,11,BD-998.xlsx,raw
998,2025-03-01,9,2025,7367500855,05,73675,1100226144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,3,,1,2,3,0,,3,73,675,SIN INFORMACION,,,0,01/03/2025,,8090095505,IPS THE WALA INDIGENA SAN ANTONIO,TOLIMA,SAN ANTONIO,TOLIMA,SAN ANTONIO,,3,0,2,0,BD-998.xlsx,raw
998,2025-03-01,9,2025,7302600113,01,73026,1100226514,0,0,0,0,0,1,2,1,0,1,1,2,0,0,0,0,0,0,,,,8,,3,5,8,0,0,8,73,026,ALVARADO,,,0,02/03/2025,,8090035411,HOSPITAL SAN ROQUE ESE ALVARADO TOLIMA,TOLIMA,ALVARADO,TOLIMA,ALVARADO,,8,0,0,0,BD-998.xlsx,raw
998,2025-03-01,9,2025,7344901827,01,73449,1100226954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,,0,1,1,0,0,1,73,449,SIN INFORMACION,,,0,03/03/2025,,86001357303,CAFAM CENTRO DE ATENCION EN SALUD  MELGAR,TOLIMA,MELGAR,TOLIMA,MELGAR,,1,0,0,0,BD-998.xlsx,raw
998,2025-03-01,9,2025,7300100771,25,73001,1100227547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,001,USIESE,,,0,03/03/2025,,8090035902,CENTRO DE SALUD 20 DE JULIO,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,1,0,0,0,BD-998.xlsx,raw
998,2025-03-01,9,2025,7300100054,01,73001,1100228201,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,1,2,,,2,73,001,9999999,,,0,03/03/2025,,93360932,DIEGO MAURICIO CARDOSO RODRIGUEZ,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,2,1,0,1,BD-998.xlsx,raw
998,2025-04-19,16,2025,7300100909,01,73001,1100257055,0,1,2,0,1,1,0,0,0,2,0,0,0,0,1,0,0,3,,,,11,,4,7,11,,,11,73,001,,,,0,21/04/2025,,8001854499,AVIDANTI SAS,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,11,1,4,1,BD-998.xlsx,raw
998,2025-04-19,16,2025,7300100771,26,73001,1100258191,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,3,0,3,0,0,3,73,001,LA CIMA,,,0,21/04/2025,,8090035902,CENTRO DE SALUD LA CIMA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,3,0,0,0,BD-998.xlsx,raw
998,2025-04-19,16,2025,7300100771,71,73001,1100258562,0,0,0,0,0,1,0,2,0,3,0,0,0,2,1,0,0,1,,,,10,,7,3,10,0,0,10,73,001,PICALEÑA,,,0,21/04/2025,,8090035902,UNIDAD DE SALUD SEDE PICALEÑA ,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,10,0,4,0,BD-998.xlsx,raw
998,2025-04-19,16,2025,7300100080,01,73001,1100258888,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,,1,4,5,0,0,5,73,001,9999999,,,0,21/04/2025,,93201158,GABRIEL ANDRES CAYCEDO LOPEZ,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,5,2,0,2,BD-998.xlsx,raw
998,2025-04-19,16,2025,7367100704,01,73671,1100259057,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,5,,3,2,5,0,0,5,73,671,SIN INFORMACION,,,0,21/04/2025,,890701300,HOSPITAL SAN CARLOS ESE SALDAÑA TOLIMA,TOLIMA,SALDANA,TOLIMA,SALDANA,,5,1,1,1,BD-998.xlsx,raw
998,2025-04-25,17,2025,7300101050,01,73001,1100259345,0,1,0,0,1,2,0,0,0,3,0,0,0,1,0,0,0,2,,,,10,,2,8,10,0,1,9,73,001,IBAGUE,,,0,25/04/2025,,890703630707,SOCIEDAD MÉDICOQUIRÚRGICA DEL TOLIMA SOCIEDAD ANÓN,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,10,1,3,1,BD-998.xlsx,raw
998,2025-06-07,23,2025,7300101047,01,73001,1100287982,0,3,1,1,0,2,2,1,1,2,1,0,1,0,4,0,0,1,,,,20,,5,15,20,0,2,18,73,001,FRANCIA,,,0,09/06/2025,,8907068339,HOSPITAL FEDERICO LLERAS ACOSTA ESE SEDE FRANCIA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,20,3,5,3,BD-998.xlsx,raw
998,2025-01-25,4,2025,7326871071,00,73268,1100209714,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,4,,0,4,4,0,0,4,73,268,ESGON,,,0,27/01/2025,,9004864391,ESCUELA DE POLICIA GABRIEL GONZALEZ,TOLIMA,ESPINAL,TOLIMA,ESPINAL,,4,0,1,0,BD-998.xlsx,raw
