cod_eve,fec_not,semana,año,cod_pre,cod_sub,cod_mun_,num_con,gru_1,gru_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,grupo_10,grupo_11,grupo_12,grupo_13,grupo_14,grupo_15,grupo_16,grupo_17,grupo_18,cas_sos,cas_pro,cas_conl,cas_conc,cas_conn,hombres,mujeres,vivos,muertos,pte_hos,pte_amb,cod_dpto_p,cod_mun_pr,bar_sector,sospe_even,cual_ot_ev,ajuste,fec_aju,version_a,nit_upgd,nom_upgd,ndep_notif,nmun_notif,ndep_proce,nmun_proce,version_b,unnamed:_52,unnamed:_53,suma_fed,suma_fed_<5,archivo_origen,carpeta_evento
998,2025-06-28,26,2025,7356300391,01,73563,1100299742,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,3,,1,2,3,0,0,3,73,563,,,,0,30/06/2025,,8907014903,HOSPITAL SAN VICENTE DE PAUL,TOLIMA,PRADO,TOLIMA,PRADO,,3,1,1,1,BD-998.xlsx,raw
998,2025-06-28,26,2025,7300102426,01,73001,1100299906,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,4,,2,2,4,0,0,4,73,001,SIN INFORMACIÓN,,,0,30/06/2025,,900703272,IPS SALVAR 24H SAS,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,4,1,1,1,BD-998.xlsx,raw
998,2025-08-16,33,2025,7303001018,01,73030,1100327972,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,2,,2,0,2,0,2,0,73,030,URBANO,,,0,19/08/2025,,8907024083,HOSPITAL SAN ANTONIO ESE DE AMBALEMA,TOLIMA,AMBALEMA,TOLIMA,AMBALEMA,,2,0,0,0,BD-998.xlsx,raw
998,2025-08-23,34,2025,7300102875,01,73001,1100328651,0,1,0,1,0,2,1,3,0,1,0,1,1,1,0,0,0,0,,,,12,,6,6,12,0,0,12,73,001,VIVA 1A,,,0,23/08/2025,,9002191202,VIVA 1A IPS IBAGUE,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,12,1,1,1,BD-998.xlsx,raw
998,2025-08-23,34,2025,7367500705,01,73675,1100328929,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,,,6,,1,5,6,0,1,5,73,675,BARRIO DOCE DE OCTUBRE ,,,0,23/08/2025,,8907019223,HOSPITAL LA MISERICORDIA ESE,TOLIMA,SAN ANTONIO,TOLIMA,SAN ANTONIO,,6,0,1,0,BD-998.xlsx,raw
998,2025-05-17,20,2025,7300100054,01,73001,1100275467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,1,,1,,,1,73,001,9999999,,,0,19/05/2025,,93360932,DIEGO MAURICIO CARDOSO RODRIGUEZ,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,1,1,0,1,BD-998.xlsx,raw
998,2025-05-17,20,2025,7326800794,01,73268,1100275852,4,7,4,0,3,1,0,2,0,0,1,1,1,0,0,0,0,0,,,,24,,8,16,24,0,0,24,73,268,HOSPITAL SAN RAAFEL ,,,0,19/05/2025,,8907010330,HOSPITAL SAN RAFAEL - EMPRESA SOCIAL DEL ESTADO,TOLIMA,ESPINAL,TOLIMA,ESPINAL,,24,11,0,11,BD-998.xlsx,raw
998,2025-05-23,21,2025,7326802875,04,73268,1100276513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,268,VIVA 1A,,,0,23/05/2025,,900219120,VIVA1A,TOLIMA,ESPINAL,TOLIMA,ESPINAL,,1,0,0,0,BD-998.xlsx,raw
998,2025-05-17,20,2025,7300102350,01,73001,1100276968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,1,0,1,,0,1,73,001,NO APLICA,,,0,24/05/2025,,22312013,JOSE EDWIN MURCIA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,1,1,0,1,BD-998.xlsx,raw
998,2025-05-24,21,2025,7367500855,05,73675,1100277014,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,3,,2,1,3,0,,3,73,675,SAN ANTONIO,,,0,24/05/2025,,8090095505,IPS THE WALA INDIGENA SAN ANTONIO,TOLIMA,SAN ANTONIO,TOLIMA,SAN ANTONIO,,3,0,0,0,BD-998.xlsx,raw
998,2025-05-24,21,2025,7367800911,02,73678,1100277315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,0,1,1,0,0,1,73,678,CENTRO,,,0,25/05/2025,,8090010862,CENTRO DE SALUD PAYANDE,TOLIMA,SAN LUIS,TOLIMA,SAN LUIS,,1,0,0,0,BD-998.xlsx,raw
998,2025-07-19,29,2025,7305500802,01,73055,1100310857,0,0,1,0,0,1,2,2,0,1,0,0,1,1,0,0,0,0,,,,9,,6,3,9,0,1,8,73,055,BAVARO,,,0,21/07/2025,,8001256972,ESE HOSPITAL NELSON RESTREPO MARTINEZ,TOLIMA,ARMERO (GUAYABAL),TOLIMA,ARMERO (GUAYABAL),,9,0,1,0,BD-998.xlsx,raw
998,2025-07-19,29,2025,7300171330,01,73001,1100311431,1,5,3,1,2,2,1,1,0,0,0,0,1,0,1,0,0,0,,,,18,,9,9,18,0,0,18,73,001,ESPRI IBAGUE,,,0,21/07/2025,,80014012,UNIDAD PRESTADORA DE SALUD TOLIMA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,18,6,1,6,BD-998.xlsx,raw
998,2025-07-19,29,2025,7326871071,00,73268,1100311805,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,,2,2,4,0,0,4,73,268,ESPINAL,,,0,21/07/2025,,9004864391,ESCUELA DE POLICIA GABRIEL GONZALEZ,TOLIMA,ESPINAL,TOLIMA,ESPINAL,,4,2,0,2,BD-998.xlsx,raw
998,2025-07-25,30,2025,7300103612,01,73001,1100312259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,,,1,1,,,1,73,001,JORDAN,,,0,25/07/2025,,901467571,SUAREZPHARMA SAS,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,1,0,0,0,BD-998.xlsx,raw
998,2025-07-26,30,2025,7387000770,01,73870,1100312814,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,3,,0,3,3,0,0,3,73,870,VILLAHERMOSA ,,,0,26/07/2025,,8907045059,HOSPITAL ISMAEL PERDOMO,TOLIMA,VILLAHERMOSA,TOLIMA,VILLAHERMOSA,,3,1,0,1,BD-998.xlsx,raw
998,2025-02-15,7,2025,7326800794,01,73268,1100221378,1,19,8,1,1,4,6,5,4,2,1,3,1,1,4,2,1,0,,,,64,,32,32,64,0,0,64,73,268,HOSPITAL SAN RAFAEL ,,,0,17/02/2025,,8907010330,HOSPITAL SAN RAFAEL - EMPRESA SOCIAL DEL ESTADO,TOLIMA,ESPINAL,TOLIMA,ESPINAL,,64,20,8,20,BD-998.xlsx,raw
998,2025-02-22,8,2025,7300102875,01,73001,1100221978,0,1,1,0,1,4,5,1,2,2,2,0,2,0,1,3,0,0,,,,25,,14,11,25,0,0,25,73,001,VIVA 1A,,,0,22/02/2025,,9002191202,VIVA 1A IPS IBAGUE,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,25,1,4,1,BD-998.xlsx,raw
998,2025-02-22,8,2025,7323600925,01,73236,1100222266,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,,,,6,,3,3,6,0,1,5,73,236,DOLORES,,,0,22/02/2025,,8907005684,HOSPITAL SAN RAFAEL,TOLIMA,DOLORES,TOLIMA,DOLORES,,6,0,3,0,BD-998.xlsx,raw
998,2025-02-22,8,2025,7300100053,01,73001,1100222406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,0,1,1,0,0,1,73,001,9999999999999,,,0,22/02/2025,,9999999,HERMES  GARCIA ESQUIVEL,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,1,0,0,0,BD-998.xlsx,raw
998,2025-04-05,14,2025,7300101202,01,73001,1100247405,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,,,,5,,3,2,5,0,0,5,73,001,,,,0,05/04/2025,,8090115415,UNIDAD MEDICA SANTA LUCIA LTDA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,5,0,3,0,BD-998.xlsx,raw
998,2025-01-18,3,2025,7300102818,01,73001,1100206493,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,10,,3,7,10,0,0,10,73,001,NO APLICA,,,0,21/01/2025,,9011536265,SOCIEDAD MEDICA TU PEDIATRA SAS,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,10,8,0,8,BD-998.xlsx,raw
998,2025-01-18,3,2025,7300101090,03,73001,1278,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,,,3,,1,2,3,0,0,3,73,001,EMCOSALUD CALLE 17,,,0,21/01/2025,SIVIGILA - 2018 -18.7.0,8000061506,EMPRESA COOPERATIVA DE SERVICIOS DE SALUD PYP,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,3,0,2,0,BD-998.xlsx,raw
998,2025-01-18,3,2025,7334903361,02,73349,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,5,,4,1,5,0,0,5,73,349,9999999 SIN INFORMACION,,,0,21/01/2025,SIVIGILA - 2018 -18.7.0,9012051932,VIDA INTEGRA IPS SEDE 4,TOLIMA,HONDA,TOLIMA,HONDA,,5,3,0,3,BD-998.xlsx,raw
998,2025-01-18,3,2025,7326802822,08,73268,1100206604,1,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,,,,7,,4,3,7,0,0,7,73,268,SAN RAFAEL,,,0,22/01/2025,,800003765,VIRREY SOLIS IPS SA SAN RAFAEL,TOLIMA,ESPINAL,TOLIMA,ESPINAL,,7,1,0,1,BD-998.xlsx,raw
998,2025-03-01,9,2025,7300100771,62,73001,1100228714,0,9,3,1,1,7,1,2,1,0,0,0,4,2,0,0,0,2,,,,33,,13,20,33,0,0,33,73,001,USIESE,,,0,03/03/2025,,8090035902,UNIDAD DE SALUD DE IBAGUE SEDE SANFRANCISCO,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,33,9,4,9,BD-998.xlsx,raw
998,2025-03-01,9,2025,7326871071,00,73268,1100229261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,0,1,1,0,0,1,73,268,ESPINAL,,,0,03/03/2025,,9004864391,ESCUELA DE POLICIA GABRIEL GONZALEZ,TOLIMA,ESPINAL,TOLIMA,ESPINAL,,1,0,0,0,BD-998.xlsx,raw
998,2025-03-08,10,2025,7300101895,01,73001,1100229875,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,2,,1,1,2,,0,2,73,001,JORDAN 1 ETAPA ,,,0,08/03/2025,,14227461,PEDRO NEL SUAREZ ROBLEDO,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,2,0,0,0,BD-998.xlsx,raw
998,2025-03-08,10,2025,7322601043,01,73226,1100230209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,0,1,1,0,0,1,73,226,999999999,,,0,08/03/2025,,890702080,HOSPITAL FEDERICO ARBELAEZ EMPRESA SOCIAL DEL ESTA,TOLIMA,CUNDAY,TOLIMA,CUNDAY,,1,0,1,0,BD-998.xlsx,raw
998,2025-03-08,10,2025,7367500855,05,73675,1100230337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,,0,1,1,0,0,1,73,675,9999999999999,,,0,08/03/2025,,8090095505,IPS THE WALA INDIGENA SAN ANTONIO,TOLIMA,SAN ANTONIO,TOLIMA,SAN ANTONIO,,1,0,0,0,BD-998.xlsx,raw
998,2025-03-08,10,2025,7300101090,01,73001,1100230717,0,0,1,0,1,1,0,0,1,2,2,1,3,1,2,0,1,0,,,,16,,6,10,16,0,0,16,73,001,SIN INFORMACION,,,0,10/03/2025,,8000061506,EMPRESA COOPERATIVA DE SERVICIOS DE SALUD CON EXT,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,16,0,4,0,BD-998.xlsx,raw
998,2025-03-08,10,2025,7362400815,01,73624,1100231012,11,2,2,1,1,0,0,0,0,0,1,3,0,0,1,0,0,0,,,,22,,10,12,22,0,0,22,73,624,HSV,,,0,10/03/2025,,8090057194,HOSPITAL SAN VICENTE,TOLIMA,ROVIRA,TOLIMA,ROVIRA,,22,13,1,13,BD-998.xlsx,raw
998,2025-05-24,21,2025,7331902320,06,73319,1100278288,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,2,,2,0,2,0,0,2,73,319,999999,,,0,26/05/2025,,9007588904,ASCLEPIOS IPS,TOLIMA,GUAMO,TOLIMA,GUAMO,,2,0,0,0,BD-998.xlsx,raw
998,2025-05-24,21,2025,7300100771,01,73001,1100278935,0,2,0,2,2,3,2,1,0,0,0,0,1,0,2,0,0,0,,,,15,,5,10,15,0,0,15,73,001,USIESE,,,0,26/05/2025,,8090035902,UNIDAD DE SALUD DE IBAGUE ESE JORDAN 8 ETAPA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,15,2,2,2,BD-998.xlsx,raw
998,2025-05-24,21,2025,7367870125,00,73678,1100279566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,678,NO APLICA ,,,0,26/05/2025,,9004864391,ESCUELA NACIONAL DE ENTRENAMIENTO POLICIAL,TOLIMA,SAN LUIS,TOLIMA,SAN LUIS,,1,0,0,0,BD-998.xlsx,raw
998,2025-05-24,21,2025,7326800794,01,73268,1100280018,2,4,2,0,3,0,0,1,1,0,2,1,0,4,1,0,0,0,,,,21,,5,16,21,0,0,21,73,268,HOSPITAL SAN RAFAEL ,,,0,26/05/2025,,8907010330,HOSPITAL SAN RAFAEL - EMPRESA SOCIAL DEL ESTADO,TOLIMA,ESPINAL,TOLIMA,ESPINAL,,21,6,5,6,BD-998.xlsx,raw
998,2025-05-24,21,2025,7387300686,01,73873,1100280185,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,2,,1,1,2,0,0,2,73,873,BARRIO,,,0,27/05/2025,,890702476,HOSPITAL LA MILAGROSA EMPRESA SOCIAL DEL ESTADO,TOLIMA,VILLARICA,TOLIMA,VILLARICA,,2,0,0,0,BD-998.xlsx,raw
998,2025-04-05,14,2025,7352001095,01,73520,1100247658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1,,0,1,1,0,0,1,73,520,BARRIO CENTRO,,,0,05/04/2025,,8090042809,HOSPITAL RICARDO ACOSTA,TOLIMA,PALOCABILDO,TOLIMA,PALOCABILDO,,1,0,1,0,BD-998.xlsx,raw
998,2025-04-05,14,2025,7321700924,01,73217,1100247908,1,2,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,,,,10,,2,8,10,0,0,10,73,217,HOSPITAL SAN ROQUE ,,,0,06/04/2025,,890704495,HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ESTADO NIVEL,TOLIMA,COYAIMA,TOLIMA,COYAIMA,,10,3,3,3,BD-998.xlsx,raw
998,2025-04-05,14,2025,7340801209,01,73408,1100248200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,408,CENTRO,,,0,07/04/2025,,79483096,ZONA CAMPOS RENSO GUSTAVO,TOLIMA,LERIDA,TOLIMA,LERIDA,,1,0,0,0,BD-998.xlsx,raw
998,2025-04-05,14,2025,7300102822,01,73001,1100248905,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,15,,6,9,15,0,0,15,73,001,MACARENA,,,0,07/04/2025,,8000037651,VIRREY SOLIS IPS SA MACARENA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,15,13,0,13,BD-998.xlsx,raw
998,2025-05-10,19,2025,7300100088,01,73001,1100270163,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,1,1,2,0,0,2,73,001,9999999,,,0,12/05/2025,,14241541,FRANCISCO ADRIANO CESPEDES BOLIVAR,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,2,0,0,0,BD-998.xlsx,raw
998,2025-05-10,19,2025,7302401044,01,73024,1100271350,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,4,,1,3,4,0,4,0,73,024,HOSPITAL SAN ISIDRO,,,0,12/05/2025,,8000252211,ESE HOSPITAL SAN ISIDRO,TOLIMA,ALPUJARRA,TOLIMA,ALPUJARRA,,4,2,1,2,BD-998.xlsx,raw
998,2025-05-03,18,2025,7334903420,01,73349,1100271710,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,1,2,3,0,3,0,73,349,9999999,,,0,05/05/2025,,9017732373,MAS SALUT SAS,TOLIMA,HONDA,TOLIMA,HONDA,,3,0,0,0,BD-998.xlsx,raw
998,2025-05-10,19,2025,7367870125,00,73678,1100271786,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,5,,5,0,5,0,0,5,73,678,NO APLICA,,,0,12/05/2025,,9004864391,ESCUELA NACIONAL DE ENTRENAMIENTO POLICIAL,TOLIMA,SAN LUIS,TOLIMA,SAN LUIS,,5,0,0,0,BD-998.xlsx,raw
998,2025-05-16,20,2025,7326802875,04,73268,1100272350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1,,0,1,1,0,0,1,73,268,ESPINAL,,,0,16/05/2025,,900219120,VIVA1A,TOLIMA,ESPINAL,TOLIMA,ESPINAL,,1,0,1,0,BD-998.xlsx,raw
998,2025-06-28,26,2025,7334701099,01,73347,1100298046,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,2,0,2,0,0,2,73,347,BARRIO SAN VICENTE ,,,0,28/06/2025,,890700907,HOSPITAL SAN ANTONIO ESE,TOLIMA,HERVEO,TOLIMA,HERVEO,,2,1,0,1,BD-998.xlsx,raw
998,2025-06-28,26,2025,7327501053,01,73275,1100298745,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,,,,6,,3,3,6,0,0,6,73,275,LA CEIBA,,,0,29/06/2025,,8090031282,HOSPITAL NUESTRA SEÑORA DE FATIMA ESE,TOLIMA,FLANDES,TOLIMA,FLANDES,,6,1,1,1,BD-998.xlsx,raw
998,2025-06-28,26,2025,7300100771,71,73001,1100299484,0,1,0,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,,,,8,,3,5,8,0,0,8,73,001,LA ARBOLEDA ,,,0,30/06/2025,,8090035902,UNIDAD DE SALUD SEDE PICALEÑA ,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,8,1,2,1,BD-998.xlsx,raw
998,2025-06-28,26,2025,7331900990,01,73319,1100299802,1,3,3,2,1,1,0,3,0,1,1,4,3,2,0,3,0,2,,,,30,,14,16,30,0,2,28,73,319,NO APLICA,,,0,30/06/2025,,8907017155,HOSPITAL SAN ANTONIO ESE,TOLIMA,GUAMO,TOLIMA,GUAMO,,30,4,7,4,BD-998.xlsx,raw
998,2025-06-28,26,2025,7367800911,02,73678,1100299949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,,0,1,1,0,0,1,73,678,CENTRO,,,0,01/07/2025,,8090010862,CENTRO DE SALUD PAYANDE,TOLIMA,SAN LUIS,TOLIMA,SAN LUIS,,1,0,0,0,BD-998.xlsx,raw
998,2025-08-22,34,2025,7300162100,99,73001,1100328377,0,0,0,0,0,1,2,1,2,3,1,2,3,2,1,1,1,0,,,,20,,15,5,20,0,0,20,73,001,PICALEÑA,,,0,22/08/2025,,800119348,COMPLEJO PENITENCIARIO IBAGUE-PICALEÑA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,20,0,5,0,BD-998.xlsx,raw
998,2025-08-23,34,2025,7350400703,01,73504,1100328825,0,1,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,,,,7,,4,3,7,0,0,7,73,504,9999999,,,0,23/08/2025,,8907009671,HOSPITAL SAN JOSE ESE,TOLIMA,ORTEGA,TOLIMA,ORTEGA,,7,1,2,1,BD-998.xlsx,raw
998,2025-02-01,5,2025,7344301021,01,73443,1100211986,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,,,,4,,3,1,4,0,1,3,73,443,MARIQUITA,,,0,03/02/2025,,8907060673,HOSPITAL SAN JOSE ESE,TOLIMA,MARIQUITA,TOLIMA,MARIQUITA,,4,1,0,1,BD-998.xlsx,raw
998,2025-03-29,13,2025,7300100771,01,73001,1100244985,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,,,,7,,4,3,7,0,0,7,73,001,USIESE,,,0,31/03/2025,,8090035902,UNIDAD DE SALUD DE IBAGUE ESE JORDAN 8 ETAPA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,7,2,4,2,BD-998.xlsx,raw
998,2025-03-29,13,2025,7300100771,62,73001,1100245190,0,9,2,2,0,3,1,2,1,0,1,2,3,0,2,1,1,0,,,,30,,13,17,30,0,0,30,73,001,USIESE,,,0,31/03/2025,,8090035902,UNIDAD DE SALUD DE IBAGUE SEDE SANFRANCISCO,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,30,9,4,9,BD-998.xlsx,raw
998,2025-03-29,13,2025,7300171330,01,73001,1100245882,0,4,2,1,0,0,2,1,4,1,1,1,1,1,2,0,1,0,,,,22,,12,10,22,0,0,22,73,001,ESPRI BAIBA,,,0,31/03/2025,,80014012,UNIDAD PRESTADORA DE SALUD TOLIMA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,22,4,4,4,BD-998.xlsx,raw
998,2025-03-29,13,2025,7316801090,05,73168,1100246569,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,2,,1,1,2,0,0,2,73,168,99999999,,,0,31/03/2025,,80000061506,EMPRESA COOPERATIVA DE SERVICIOS DE SALUD EMCOSALUD,TOLIMA,CHAPARRAL,TOLIMA,CHAPARRAL,,2,0,1,0,BD-998.xlsx,raw
998,2025-03-30,13,2025,7334701099,01,73347,1100246649,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,6,,0,6,6,0,0,6,73,347,BARRIO SAN VICENTE ,,,0,31/03/2025,,890700907,HOSPITAL SAN ANTONIO ESE,TOLIMA,HERVEO,TOLIMA,HERVEO,,6,4,0,4,BD-998.xlsx,raw
998,2025-05-17,20,2025,7300101202,01,73001,1100272796,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,,,,3,,1,2,3,0,0,3,73,001,,,,0,17/05/2025,,8090115415,UNIDAD MEDICA SANTA LUCIA LTDA,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,3,0,1,0,BD-998.xlsx,raw
998,2025-05-17,20,2025,7304301056,01,73043,1100272878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,043,NA ,,,0,17/05/2025,,8001635101,HOSPITAL SAN JUAN DE DIOS EMPRESA SOCIAL DEL ESTAD,TOLIMA,ANZOATEGUI,TOLIMA,ANZOATEGUI,,1,0,0,0,BD-998.xlsx,raw
998,2025-05-17,20,2025,7300100532,01,73001,1100273522,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,,,,4,,1,3,4,0,0,4,73,001,MACARENA,,,0,19/05/2025,,809007943,CLINICA INTEGRAL PROVIDA SAS,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,4,0,1,0,BD-998.xlsx,raw
998,2025-05-17,20,2025,7327000880,01,73270,1100273931,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,5,,4,1,5,0,1,4,73,270,FALAN,,,0,19/05/2025,,8001934905,ESE HOSPITAL SANTA ANA NIVEL I,TOLIMA,FALAN,TOLIMA,FALAN,,5,1,0,1,BD-998.xlsx,raw
998,2025-05-17,20,2025,7312400743,01,73124,1100274221,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,2,,1,1,2,0,0,2,73,124,99999999999,,,0,19/05/2025,,8907010781,HOSPITAL SANTA LUCIA,TOLIMA,CAJAMARCA,TOLIMA,CAJAMARCA,,2,1,0,1,BD-998.xlsx,raw
998,2025-05-17,20,2025,7350401090,12,73504,1100275023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,504,SIN INFORMACION,,,0,19/05/2025,,8000061506,EMCOSALUD ORTEGA,TOLIMA,ORTEGA,TOLIMA,ORTEGA,,1,0,0,0,BD-998.xlsx,raw
998,2025-07-05,27,2025,7321700924,01,73217,1100303446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,217,HOSPITAL SAN ROQUE,,,0,07/07/2025,,890704495,HOSPITAL SAN ROQUE EMPRESA SOCIAL DEL ESTADO NIVEL,TOLIMA,COYAIMA,TOLIMA,COYAIMA,,1,0,0,0,BD-998.xlsx,raw
998,2025-07-05,27,2025,7300101047,02,73001,1100303809,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,,,3,,1,2,3,0,3,0,73,001,LIMONAR,,,0,07/07/2025,,8097063369,HOSPITAL FEDERICO LLERAS ACOSTA SEDE LIMONAR,TOLIMA,IBAGUE,TOLIMA,IBAGUE,,3,0,0,0,BD-998.xlsx,raw
998,2025-07-12,28,2025,7386100730,01,73861,1100304549,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,5,,2,3,5,0,0,5,73,861,HOSPITAL SANTA BARBARA,,,0,12/07/2025,,8907010101,HOSPITAL SANTA BARBARA ESE,TOLIMA,VENADILLO,TOLIMA,VENADILLO,,5,1,1,1,BD-998.xlsx,raw
998,2025-07-12,28,2025,7315201042,01,73152,1100304794,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,4,,3,1,4,0,0,4,73,152,BARRIO DIVINO NIÑO,,,0,12/07/2025,,8000317249,HOSPITAL SANTO DOMINGO EMPRESA SOCIAL DEL ESTAQDO,TOLIMA,CASABIANCA,TOLIMA,CASABIANCA,,4,0,0,0,BD-998.xlsx,raw
998,2025-08-23,34,2025,7344985114,82,73449,1100330485,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,3,,2,1,3,0,0,3,73,449,COMANDO AEREO DE COMBATE N4,,,0,25/08/2025,,9015426938,COMANDO AEREO DE COMBATE NO 4,TOLIMA,MELGAR,TOLIMA,MELGAR,,3,0,0,0,BD-998.xlsx,raw
998,2025-08-23,34,2025,7367800911,02,73678,1100330955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,,1,0,1,0,0,1,73,678,CENTRO,,,7,25/08/2025,,8090010862,CENTRO DE SALUD PAYANDE,TOLIMA,SAN LUIS,TOLIMA,SAN LUIS,,1,0,0,0,BD-998.xlsx,raw
998,2025-05-17,20,2025,7334903420,01,73349,1100275746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,0,1,1,0,1,0,73,349,9999999,,,0,19/05/2025,,9017732373,MAS SALUT SAS,TOLIMA,HONDA,TOLIMA,HONDA,,1,0,0,0,BD-998.xlsx,raw
